LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20),F(30),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
-5.658,2.384,3.502,0.158,0.013,0.007,0.009,0.44,-6.291,2.70E-05,0.092,95.97,0.663,1.9,0.165,0.115,0.869,0.081,0.946,0.863,0.054,0.387,0.933,0.459,7.302,0.437,0.169,0.975,0.962,0.712,0.791,0.921,0.049,0.232,0.003,0.006,0.02,1.196,5.098,6.197,7.12,0.002,0.087,0.635,0.745,0.529,0.485,0.837,0.88,0.468,0.86,0.927,0.969,586.13,557.855,1.051,10,2,128.62,9,6,21,12,0,36,0.25,1,2,3,2,0,3,2,5,3,0.236,3.566,0.2,114,-0.184,2,0,0,0,1,1,0,0
-3.786,2.02,3.216,0.144,0.934,0.01,0.35,0.062,-5.293,2.06E-05,0.824,84.62,2.309,11.74,0.509,0.875,0.297,0.389,0.062,0.053,0.445,0.638,0.579,0.613,10.179,0.04,0.879,0.942,0.287,0.949,0.84,0.958,0.144,0.141,0.003,0.007,0.374,1.196,4.463,6.384,5.652,0.005,0.249,0.567,0.951,0.664,0.744,0.76,0.725,0.46,0.897,0.744,0.962,445.2,451.336,0.986,7,1,84.66,3,6,21,7,0,33,0.091,1,1,1,0,0,2,1,1,3,0.488,3.308,0.423,113.27,0.482,1,0,0,0,1,1,0,1
-3.973,2.049,2.757,0.095,0.008,0.006,0.004,0.019,-5.298,2.45E-05,0.778,87.39,1.268,4.9,0.888,0.41,0.911,0.126,0.522,0.243,0.651,0.673,0.893,0.421,8.413,0.097,0.552,0.959,0.213,0.903,0.657,0.965,0.045,0.051,0.003,0.006,0.136,1.623,4.99,6.975,6.521,0.003,0.3,0.605,0.953,0.705,0.673,0.227,0.646,0.644,0.857,0.889,0.954,467.18,478.019,0.977,7,2,93.45,5,6,21,7,0,33,0.152,1,1,1,0,0,2,1,1,3,0.385,3.252,0.25,104.657,0.457,1,0,0,0,1,1,0,1
-5.671,3.252,3.941,0.029,0.998,0.008,0.01,0.728,-5.487,1.13E-05,0.132,86.39,0.886,5.87,0.241,0.096,0.723,0.187,0.898,0.513,0.235,0.269,0.934,0.557,8.405,0.233,0.123,0.953,0.821,0.831,0.641,0.967,0.056,0.116,0.003,0.006,0.034,1.271,5.044,6.24,7.301,0.007,0.316,0.658,0.764,0.679,0.573,0.891,0.823,0.572,0.822,0.896,0.975,574.19,553.777,1.037,10,2,128.62,8,7,21,11,0,38,0.211,4,1,1,1,0,2,1,1,3,0.195,4.424,0.433,129.698,0.638,2,0,0,0,1,1,0,0
-6.204,2.991,4.137,0.089,0.649,0.004,0.002,0.006,-5.267,2.47E-05,0.146,97.9,0.431,1.58,0.81,0.831,0.886,0.124,0.898,0.436,0.577,0.675,0.877,0.227,4.676,0.066,0.363,0.963,0.34,0.777,0.972,0.949,0.037,0.489,0.003,0.009,0.044,1.665,4.956,6.593,5.833,0.006,0.698,0.739,0.961,0.817,0.791,0.894,0.928,0.763,0.923,0.955,0.98,487.13,475.934,1.024,7,2,93.45,4,6,21,8,0,33,0.121,1,2,2,0,0,4,2,1,4,0.366,3.313,0.222,108.182,0.224,2,0,0,0,1,1,0,1
-4.664,1.537,2.104,0.018,0.233,0.006,0.009,0.008,-5.12,1.57E-05,0.253,93.23,1.091,4.78,0.748,0.908,0.404,0.17,0.389,0.188,0.068,0.149,0.335,0.336,10.378,0.361,0.586,0.934,0.532,0.666,0.684,0.961,0.051,0.565,0.003,0.007,0.038,1.669,4.42,5.727,6.237,0.011,0.728,0.58,0.952,0.61,0.655,0.932,0.863,0.892,0.899,0.904,0.981,477.19,474.837,1.005,9,1,110.96,7,5,21,9,0,28,0.25,1,2,1,0,0,2,1,1,3,0.424,3.409,0.385,98.167,0.195,3,0,0,0,1,1,0,1
-4.553,2.531,4.072,0.883,0.074,0.006,0.002,0.01,-5.913,1.75E-05,0.114,94.37,0.817,4.67,0.144,0.337,0.809,0.155,0.956,0.428,0.045,0.303,0.966,0.732,6.711,0.388,0.304,0.959,0.981,0.27,0.665,0.956,0.03,0.159,0.003,0.006,0.023,1.335,5.009,6.555,6.81,0,0.027,0.876,0.96,0.439,0.724,0.949,0.918,0.805,0.966,0.955,0.988,625.2,614.673,1.017,11,2,141.51,11,6,21,12,0,36,0.306,3,1,2,2,0,3,1,5,3,0.203,4.156,0.303,116.163,0.048,2,0,0,0,0,1,0,0
-5.679,3.721,4.912,0.906,0.098,0.01,0.002,0.031,-6.01,2.02E-05,0.031,97.4,0.726,1.36,0.153,0.118,0.833,0.066,0.957,0.788,0.051,0.449,0.924,0.316,7.349,0.33,0.156,0.967,0.964,0.565,0.949,0.929,0.047,0.689,0.003,0.007,0.015,1.212,5.27,5.275,6.775,0.001,0.08,0.811,0.869,0.687,0.638,0.941,0.947,0.699,0.946,0.956,0.988,646.19,641.734,1.007,10,2,128.62,11,7,21,11,0,41,0.268,1,1,2,2,0,3,1,4,4,0.142,3.595,0.222,125.455,0.058,2,0,0,0,1,1,0,0
-4.738,1.285,1.985,0.017,0.732,0.01,0.035,0.595,-6.437,2.25E-05,0.282,79.79,0.772,14.39,0.105,0.321,0.4,0.182,0.703,0.634,0.015,0.212,0.718,0.625,6.063,0.766,0.093,0.926,0.949,0.762,0.575,0.88,0.096,0.306,0.003,0.006,0.039,0.914,4.849,5.994,5.154,0.002,0.035,0.54,0.462,0.492,0.507,0.202,0.681,0.337,0.832,0.719,0.956,506.13,481.774,1.051,10,2,128.62,8,5,21,11,0,30,0.267,1,1,2,2,0,3,1,5,3,0.314,3.589,0.28,98.812,0.274,2,0,0,0,1,1,0,0
-5.692,2.632,4.281,0.994,0.005,0.029,0.048,0.438,-6.212,1.94E-05,0.13,96.11,0.631,2.04,0.243,0.118,0.857,0.083,0.947,0.784,0.121,0.298,0.944,0.345,3.231,0.528,0.139,0.893,0.962,0.423,0.907,0.909,0.068,0.151,0.003,0.007,0.016,1.282,5.238,6.302,6.84,0.001,0.04,0.707,0.698,0.59,0.472,0.57,0.884,0.633,0.915,0.95,0.973,646.05,571.071,1.131,10,2,128.62,9,6,21,12,0,36,0.25,1,1,3,2,0,3,2,5,3,0.217,3.588,0.2,114,-0.1,3,0,0,0,1,1,0,0
-4.682,1.431,1.819,0.03,0.617,0.005,0.036,0.051,-5.193,1.50E-05,0.176,92.61,1.084,5.68,0.465,0.638,0.3,0.122,0.652,0.238,0.034,0.195,0.61,0.348,8.185,0.261,0.546,0.953,0.406,0.604,0.825,0.967,0.061,0.857,0.003,0.007,0.031,1.615,4.24,5.392,5.356,0.019,0.428,0.443,0.894,0.545,0.575,0.906,0.873,0.749,0.832,0.818,0.982,475.17,466.28,1.019,9,1,110.96,5,6,21,9,0,33,0.152,1,1,1,0,0,2,1,2,3,0.45,3.336,0.385,115.222,0.264,3,0,0,0,1,1,0,1
-5.624,2.781,4.143,0.539,0.031,0.007,0.002,0.008,-6.202,2.20E-05,0.11,96.73,0.562,1.45,0.217,0.132,0.857,0.074,0.949,0.795,0.163,0.352,0.92,0.636,6.522,0.466,0.207,0.954,0.968,0.481,0.838,0.905,0.051,0.172,0.003,0.007,0.016,1.378,5.168,6.322,6.752,0.001,0.063,0.735,0.793,0.693,0.608,0.79,0.919,0.633,0.914,0.949,0.982,602.1,566.999,1.062,10,2,128.62,9,6,21,12,0,36,0.25,1,2,3,2,0,3,2,5,3,0.229,3.529,0.2,114,-0.097,2,0,0,0,1,1,0,0
-5.429,2.535,3.597,0.094,0.005,0.781,0.251,0.992,-6.211,3.53E-05,0.077,92.59,0.725,4.95,0.358,0.16,0.895,0.08,0.956,0.872,0.258,0.424,0.95,0.632,7.515,0.43,0.137,0.949,0.971,0.58,0.755,0.93,0.063,0.582,0.003,0.007,0.039,1.181,5.075,6.146,5.936,0.001,0.045,0.784,0.82,0.675,0.706,0.944,0.948,0.842,0.935,0.952,0.989,588.11,555.637,1.058,10,2,128.62,10,6,21,12,0,35,0.286,1,1,2,2,0,3,1,6,3,0.227,3.619,0.241,110.833,-0.244,3,0,0,0,1,1,0,0
-6.507,3.756,4.967,0.863,0.018,0.006,0.008,0.219,-5.995,2.40E-05,0.064,97.34,0.573,1.58,0.114,0.11,0.839,0.101,0.965,0.907,0.024,0.644,0.943,0.637,6.436,0.105,0.13,0.988,0.964,0.727,0.732,0.939,0.029,0.198,0.003,0.006,0.019,1.126,5.238,6.631,7.265,0.001,0.063,0.78,0.921,0.497,0.691,0.97,0.904,0.717,0.942,0.957,0.985,642.19,627.039,1.024,10,2,128.62,11,6,21,12,0,36,0.306,2,3,3,2,0,3,2,5,3,0.195,3.938,0.294,119.182,-0.076,2,0,0,0,1,1,0,0
-4.478,2.18,3.144,0.028,0.298,0.011,0.404,0.076,-5.414,3.09E-05,0.36,95.82,1.358,3.03,0.182,0.626,0.8,0.418,0.906,0.441,0.185,0.843,0.894,0.917,9.395,0.007,0.907,0.993,0.94,0.873,0.458,0.963,0.017,0.291,0.003,0.005,0.211,1.121,4.631,6.681,6.999,0.005,0.135,0.283,0.956,0.423,0.673,0.283,0.671,0.019,0.14,0.559,0.847,604.18,574.504,1.052,10,1,122.04,5,7,21,12,0,41,0.122,1,2,2,0,0,2,2,1,3,0.304,3.447,0.323,140.341,-0.362,2,0,0,0,1,1,0,0
-4.205,1.373,1.689,0.014,0.996,0.007,0.009,0.007,-5.732,6.65E-06,0.762,78.53,2.062,31.48,0.079,0.418,0.035,0.369,0.114,0.126,0.03,0.572,0.111,0.782,10.543,0.133,0.686,0.935,0.426,0.726,0.232,0.975,0.083,0.314,0.003,0.005,0.048,1.629,3.45,5.242,5.312,0.013,0.149,0.486,0.872,0.367,0.366,0.106,0.676,0.553,0.497,0.436,0.962,532.23,529.165,1.006,10,1,114.2,6,6,21,10,0,34,0.176,1,2,1,0,0,2,1,1,3,0.389,3.505,0.448,121.714,0.057,3,0,0,0,1,1,0,0
-5.991,3.25,5.075,0.801,0.025,0.007,0.002,0.005,-6.21,1.40E-05,0.029,97.74,0.488,1.39,0.151,0.111,0.798,0.066,0.945,0.735,0.022,0.515,0.939,0.632,5.602,0.222,0.131,0.986,0.974,0.32,0.892,0.935,0.034,0.307,0.003,0.008,0.021,1.252,5.263,5.836,6.802,0.001,0.129,0.869,0.907,0.594,0.718,0.957,0.945,0.837,0.956,0.96,0.991,632.17,624.438,1.012,10,2,128.62,9,7,21,11,0,41,0.22,2,1,2,2,0,3,1,5,4,0.209,3.88,0.2,128.857,0.064,2,0,0,0,0,1,0,0
-5.562,3.377,5.106,0.986,0.185,0.005,0.008,0.176,-5.875,1.73E-05,0.032,98.01,0.612,1.65,0.109,0.226,0.788,0.118,0.953,0.613,0.021,0.682,0.945,0.707,6.138,0.12,0.129,0.97,0.968,0.429,0.767,0.934,0.02,0.281,0.003,0.007,0.016,1.179,5.186,6.387,7.37,0,0.05,0.797,0.929,0.422,0.695,0.953,0.884,0.439,0.942,0.957,0.985,642.19,627.039,1.024,10,2,128.62,11,6,21,12,0,36,0.306,3,3,3,2,0,3,2,5,3,0.195,4.097,0.294,119.182,-0.036,2,0,0,0,0,1,0,0
-5.958,3.676,5.176,0.996,0.005,0.008,0.003,0.01,-6.142,2.05E-05,0.016,99.08,0.535,1.43,0.114,0.089,0.812,0.066,0.965,0.832,0.02,0.762,0.962,0.771,6.265,0.099,0.176,0.977,0.97,0.719,0.842,0.941,0.025,0.304,0.003,0.006,0.012,1.204,5.288,6.24,7.369,0.001,0.155,0.742,0.861,0.453,0.598,0.965,0.893,0.47,0.932,0.945,0.977,676.18,662.461,1.021,10,2,128.62,11,7,21,12,0,42,0.262,2,2,3,2,0,3,2,5,3,0.183,3.862,0.189,128.591,-0.069,2,0,0,0,0,1,0,0
-5.876,3.206,4.541,0.693,0.016,0.009,0.002,0.011,-6.249,1.83E-05,0.063,97.49,0.561,1.3,0.149,0.106,0.807,0.067,0.944,0.769,0.024,0.386,0.915,0.353,6.623,0.426,0.148,0.968,0.967,0.53,0.934,0.93,0.046,0.409,0.003,0.007,0.019,1.196,5.261,5.94,6.757,0.001,0.147,0.764,0.814,0.676,0.623,0.882,0.937,0.718,0.922,0.954,0.982,618.16,607.142,1.018,10,2,128.62,9,7,21,11,0,41,0.22,1,1,2,2,0,3,1,5,4,0.217,3.577,0.176,126,0.033,2,0,0,0,1,1,0,0
-5.982,3.643,5.98,0.998,0.002,0.011,0.003,0.004,-6.107,1.88E-05,0.013,100.07,0.47,1.28,0.111,0.094,0.779,0.067,0.963,0.824,0.012,0.753,0.959,0.825,3.722,0.087,0.164,0.962,0.966,0.574,0.881,0.919,0.032,0.195,0.003,0.006,0.011,1.305,5.535,6.473,7.151,0.001,0.174,0.753,0.864,0.563,0.73,0.98,0.941,0.694,0.958,0.957,0.988,784.09,681.671,1.15,10,2,128.62,11,7,21,12,0,42,0.262,2,2,3,2,0,3,1,5,3,0.128,3.939,0.189,128.591,-0.069,3,0,0,0,0,1,0,0
-5.527,3.173,4.295,0.881,0.352,0.007,0.01,0.848,-5.878,2.59E-05,0.038,96.4,0.871,1.91,0.172,0.14,0.833,0.07,0.959,0.822,0.15,0.496,0.92,0.375,7.795,0.238,0.202,0.962,0.959,0.607,0.799,0.933,0.048,0.43,0.003,0.006,0.017,1.148,5.134,5.702,7.109,0.001,0.038,0.711,0.853,0.483,0.473,0.898,0.881,0.236,0.912,0.937,0.977,628.18,609.743,1.03,10,2,128.62,12,6,21,12,0,36,0.333,1,2,3,2,0,3,2,4,3,0.147,3.558,0.273,113.143,-0.079,2,0,0,0,1,1,0,0
-6.038,3.003,4.535,0.64,0.003,0.264,0.175,0.99,-6.066,2.30E-05,0.071,96.82,0.614,2.88,0.155,0.277,0.864,0.137,0.954,0.766,0.08,0.612,0.957,0.764,4.988,0.143,0.123,0.981,0.974,0.575,0.764,0.928,0.027,0.195,0.003,0.007,0.058,1.222,5.144,6.744,6.695,0,0.062,0.887,0.939,0.624,0.78,0.975,0.947,0.915,0.969,0.974,0.992,616.15,590.229,1.044,10,2,128.62,10,6,21,12,0,35,0.286,2,1,2,2,0,3,1,6,3,0.215,3.964,0.29,116.55,-0.138,3,0,0,0,1,1,0,0
-5.169,2.759,3.692,0.957,0.033,0.009,0.004,0.067,-6.316,4.00E-05,0.032,94.49,0.653,2.87,0.157,0.112,0.867,0.117,0.959,0.874,0.129,0.191,0.936,0.886,11.074,0.714,0.127,0.927,0.973,0.803,0.868,0.855,0.067,0.428,0.003,0.006,0.017,1.265,4.924,6.196,6.121,0.003,0.035,0.538,0.579,0.619,0.636,0.794,0.881,0.353,0.872,0.907,0.962,596.17,586.38,1.017,10,2,128.62,11,6,21,11,0,36,0.306,1,1,2,2,0,3,1,5,3,0.215,3.531,0.25,110.25,0.052,2,0,0,0,1,1,0,0
-4.979,1.619,2.265,0.091,0.036,0.01,0.002,0.034,-6.279,1.88E-05,0.37,87.88,0.962,6.56,0.214,0.128,0.706,0.073,0.931,0.737,0.03,0.226,0.943,0.524,7.499,0.627,0.427,0.922,0.981,0.534,0.664,0.953,0.063,0.138,0.003,0.006,0.027,1.081,4.938,6.295,5.673,0.001,0.037,0.764,0.748,0.442,0.565,0.724,0.899,0.663,0.91,0.901,0.971,569.14,545.489,1.043,11,2,141.51,9,6,21,12,0,36,0.25,1,1,2,2,0,3,1,5,3,0.239,3.6,0.207,111,-0.062,2,0,0,0,0,1,0,0
-5.755,3.626,5.424,0.992,0.066,0.009,0.002,0.016,-6.002,9.66E-06,0.015,99.44,0.605,1.13,0.111,0.116,0.82,0.062,0.97,0.898,0.089,0.864,0.974,0.585,6.135,0.108,0.177,0.978,0.973,0.686,0.819,0.97,0.028,0.168,0.003,0.006,0.016,1.1,5.392,6.3,7.379,0,0.054,0.928,0.947,0.379,0.655,0.956,0.924,0.438,0.969,0.94,0.982,715.19,696.857,1.026,11,3,144.41,11,8,21,13,0,46,0.239,2,2,3,2,0,3,2,6,3,0.151,4.025,0.179,144,-0.066,2,0,0,0,0,1,0,0
-5.526,2.881,3.932,0.283,0.245,0.006,0.011,0.74,-5.991,2.78E-05,0.081,89.37,0.759,7.26,0.11,0.453,0.837,0.225,0.929,0.716,0.107,0.291,0.926,0.533,6.631,0.592,0.15,0.946,0.926,0.705,0.93,0.908,0.098,0.239,0.003,0.006,0.037,1.078,5.048,5.731,6.066,0.002,0.024,0.61,0.685,0.517,0.515,0.831,0.813,0.309,0.914,0.9,0.965,574.19,559.697,1.026,10,2,128.62,9,6,21,11,0,36,0.25,1,1,2,2,0,3,1,5,3,0.273,3.635,0.4,120,0.098,2,0,0,0,1,1,0,0
-5.558,2.56,3.797,0.525,0.423,0.008,0.011,0.817,-6.204,2.52E-05,0.062,95.4,0.745,2.24,0.191,0.119,0.841,0.068,0.953,0.829,0.146,0.459,0.913,0.508,7.981,0.337,0.187,0.952,0.969,0.53,0.753,0.941,0.047,0.499,0.003,0.006,0.014,1.289,5.04,5.847,7.119,0.001,0.051,0.686,0.846,0.487,0.572,0.798,0.87,0.325,0.864,0.914,0.973,600.15,575.151,1.043,10,2,128.62,10,6,21,12,0,36,0.278,1,2,3,2,0,3,2,5,3,0.222,3.523,0.226,113.684,-0.17,2,0,0,0,1,1,0,0
-5.656,2.453,4.082,0.882,0.192,0.006,0.011,0.103,-6.23,1.75E-05,0.038,96.6,0.528,2.13,0.168,0.12,0.799,0.067,0.942,0.778,0.073,0.631,0.931,0.589,6.241,0.175,0.167,0.982,0.972,0.353,0.631,0.938,0.036,0.135,0.003,0.007,0.021,1.302,5.061,5.999,7.136,0.001,0.075,0.811,0.905,0.417,0.624,0.941,0.876,0.592,0.926,0.938,0.979,600.15,575.151,1.043,10,2,128.62,9,6,21,12,0,36,0.25,2,2,3,2,0,3,2,5,3,0.23,3.836,0.226,116.842,-0.114,2,0,0,0,1,1,0,0
-5.016,2.521,3.477,0.903,0.556,0.01,0.002,0.004,-6.116,1.42E-05,0.193,89.18,0.694,9.9,0.221,0.125,0.749,0.079,0.95,0.674,0.032,0.328,0.956,0.745,8.123,0.418,0.331,0.965,0.98,0.38,0.468,0.958,0.049,0.149,0.003,0.006,0.025,1.317,5.033,6.242,6.623,0,0.034,0.907,0.895,0.469,0.659,0.935,0.925,0.773,0.969,0.947,0.99,643.16,615.886,1.044,11,2,141.51,12,6,21,13,0,36,0.333,2,1,2,2,0,3,1,5,3,0.19,4.015,0.281,113.268,-0.16,3,0,0,0,0,1,0,0
-5.614,2.961,4.291,0.573,0.306,0.007,0.002,0.016,-6.129,2.36E-05,0.093,96.12,0.674,1.68,0.237,0.136,0.873,0.075,0.96,0.815,0.287,0.315,0.923,0.69,7.341,0.421,0.186,0.943,0.972,0.426,0.832,0.916,0.051,0.405,0.003,0.006,0.012,1.512,5.134,6.121,6.759,0.001,0.048,0.75,0.86,0.723,0.665,0.852,0.933,0.688,0.917,0.945,0.986,616.12,584.295,1.054,10,2,128.62,10,6,21,12,0,36,0.278,1,2,3,2,0,3,2,5,3,0.215,3.52,0.226,113.684,-0.118,2,0,0,0,1,1,0,0
-5.657,2.713,4.363,0.855,0.623,0.006,0.003,0.007,-6.214,1.66E-05,0.04,95.95,0.553,2.05,0.138,0.129,0.787,0.091,0.946,0.757,0.034,0.633,0.929,0.729,6.141,0.28,0.164,0.98,0.976,0.27,0.727,0.92,0.039,0.15,0.003,0.007,0.021,1.329,5.051,6.099,6.578,0.001,0.059,0.837,0.901,0.625,0.708,0.946,0.912,0.826,0.947,0.945,0.985,596.17,586.38,1.017,10,2,128.62,9,6,21,11,0,36,0.25,2,1,2,2,0,3,1,5,3,0.231,3.825,0.25,116.55,0.003,2,0,0,0,1,1,0,0
-6.27,3.864,5.131,0.984,0.067,0.006,0.008,0.648,-5.977,2.04E-05,0.05,97.68,0.534,1.74,0.12,0.115,0.841,0.088,0.959,0.815,0.04,0.614,0.947,0.575,6.35,0.15,0.136,0.98,0.961,0.451,0.752,0.944,0.033,0.161,0.003,0.006,0.02,1.168,5.258,6.455,7.169,0.001,0.048,0.808,0.923,0.427,0.635,0.96,0.882,0.56,0.939,0.954,0.979,642.19,627.039,1.024,10,2,128.62,11,6,21,12,0,36,0.306,2,3,3,2,0,3,2,5,3,0.195,3.937,0.294,119.182,-0.108,2,0,0,0,0,1,0,0
-3.985,1.246,1.4,0.009,0.995,0.009,0.008,0.019,-5.453,9.71E-06,0.862,78.27,2.026,25.49,0.154,0.819,0.02,0.772,0.035,0.254,0.002,0.811,0.123,0.844,10.711,0.224,0.53,0.91,0.388,0.794,0.279,0.954,0.073,0.399,0.003,0.005,0.044,1.423,3.245,5.128,5.269,0.012,0.23,0.509,0.903,0.393,0.294,0.121,0.561,0.592,0.431,0.476,0.965,506.22,503.13,1.006,10,1,114.2,8,5,21,10,0,28,0.286,1,2,1,0,0,3,1,1,3,0.375,3.497,0.407,101.053,0.105,3,0,0,0,1,1,0,0
-4.014,1.319,1.264,0.005,0.992,0.01,0.123,0.028,-5.363,9.70E-06,0.799,82.59,2.026,18.84,0.108,0.375,0.04,0.7,0.087,0.394,0.001,0.694,0.203,0.8,8.545,0.14,0.679,0.946,0.376,0.812,0.549,0.948,0.071,0.288,0.003,0.005,0.045,1.368,2.987,4.614,5.135,0.01,0.268,0.452,0.856,0.509,0.55,0.216,0.599,0.768,0.483,0.356,0.956,504.2,494.573,1.019,10,1,114.2,5,6,21,10,0,34,0.147,1,1,1,0,0,2,1,1,3,0.413,3.397,0.407,117.895,0.161,3,0,0,0,1,1,0,0
-5.089,1.788,2.869,0.056,0.036,0.012,0.012,0.093,-6.461,2.14E-05,0.077,93.03,0.961,3.55,0.239,0.098,0.871,0.067,0.944,0.765,0.052,0.225,0.919,0.379,9.332,0.719,0.295,0.909,0.945,0.671,0.799,0.909,0.042,0.198,0.003,0.007,0.033,1.099,5.016,6.376,6.617,0.001,0.062,0.746,0.672,0.651,0.557,0.684,0.914,0.77,0.911,0.878,0.97,558.12,528.623,1.056,11,2,141.76,9,6,21,12,0,35,0.257,1,1,2,2,0,3,1,6,3,0.244,3.634,0.214,111.176,-0.07,2,0,0,0,0,1,0,0
-6.073,3.261,4.593,0.986,0.853,0.008,0.005,0.023,-6.038,1.97E-05,0.03,96.71,0.528,2.37,0.169,0.112,0.794,0.068,0.955,0.823,0.017,0.657,0.936,0.705,7.566,0.131,0.143,0.979,0.966,0.433,0.607,0.952,0.039,0.252,0.003,0.006,0.018,1.156,5.167,5.973,7.258,0,0.054,0.853,0.879,0.445,0.606,0.936,0.892,0.496,0.95,0.949,0.986,660.15,628.252,1.051,10,2,128.62,12,6,21,13,0,36,0.333,2,2,3,2,0,3,2,5,3,0.185,3.956,0.273,116.286,-0.239,3,0,0,0,1,1,0,0
-5.065,2.768,3.059,0.037,0.996,0.075,0.97,0.99,-5.71,9.19E-06,0.024,90.73,0.797,4.73,0.036,0.09,0.206,0.145,0.87,0.031,0.511,0.103,0.886,0.655,7.104,0.185,0.253,0.897,0.947,0.743,0.911,0.909,0.059,0.732,0.003,0.003,0.02,0.988,4.468,4.681,6,0.001,0.03,0.11,0.769,0.722,0.73,0.924,0.866,0.011,0.022,0.602,0.862,814.35,791.771,1.029,16,3,189.82,20,8,21,17,0,43,0.465,4,2,1,1,0,2,1,2,3,0.063,4.99,0.537,145,-0.292,2,0,0,0,0,1,0,0
-4.849,1.661,2.226,0.045,0.609,0.005,0.075,0.125,-5.15,2.04E-05,0.127,93.29,1.03,5.15,0.461,0.627,0.411,0.125,0.713,0.244,0.041,0.191,0.694,0.303,7.864,0.213,0.563,0.954,0.414,0.616,0.855,0.967,0.064,0.843,0.003,0.007,0.034,1.637,4.442,5.597,5.381,0.02,0.377,0.439,0.891,0.549,0.563,0.919,0.879,0.723,0.837,0.84,0.983,489.19,483.576,1.012,9,1,110.96,5,6,21,9,0,34,0.147,1,1,1,0,0,2,1,1,3,0.439,3.343,0.407,116.316,0.247,3,0,0,0,1,1,0,1
-6.191,3.231,4.397,0.91,0.01,0.561,0.175,0.921,-6.187,2.15E-05,0.053,95.7,0.526,3.15,0.319,0.151,0.851,0.08,0.959,0.835,0.039,0.66,0.96,0.757,6.783,0.162,0.117,0.98,0.967,0.531,0.587,0.942,0.047,0.317,0.003,0.007,0.052,1.157,5.175,6.22,6.708,0,0.046,0.905,0.852,0.621,0.722,0.967,0.952,0.88,0.974,0.971,0.994,648.12,608.738,1.065,10,2,128.62,12,6,21,13,0,35,0.343,2,1,2,2,0,3,1,6,3,0.187,4.044,0.29,113.4,-0.311,4,0,0,0,1,1,0,0
-4.887,1.722,2.704,0.09,0.966,0.009,0.37,0.334,-5.287,1.49E-05,0.099,94.27,1.106,5.15,0.469,0.908,0.404,0.12,0.826,0.201,0.049,0.195,0.7,0.396,6.828,0.128,0.493,0.971,0.367,0.647,0.926,0.964,0.075,0.616,0.003,0.006,0.039,1.316,4.586,5.306,5.344,0.008,0.296,0.374,0.932,0.59,0.761,0.912,0.832,0.628,0.859,0.895,0.983,503.21,500.872,1.005,9,1,110.96,6,6,21,9,0,33,0.182,1,1,1,0,0,2,1,2,3,0.417,3.419,0.429,117.25,0.289,3,0,0,0,1,1,0,0
-6.207,3.22,4.504,0.972,0.918,0.009,0.008,0.032,-6.157,1.55E-05,0.062,95.94,0.517,2.34,0.133,0.258,0.776,0.107,0.958,0.803,0.008,0.794,0.956,0.781,8.716,0.236,0.153,0.978,0.965,0.452,0.669,0.941,0.039,0.251,0.003,0.007,0.021,1.106,5.193,6.129,7.016,0.001,0.069,0.865,0.881,0.6,0.719,0.936,0.928,0.834,0.96,0.958,0.992,672.17,648.271,1.037,11,2,137.85,13,6,21,13,0,36,0.361,2,1,2,2,0,3,1,5,3,0.173,3.953,0.294,116.045,-0.076,5,0,0,0,0,1,0,0
-5.535,3.446,4.787,0.918,0.192,0.008,0.002,0.027,-5.856,2.49E-05,0.059,97.55,0.659,1.4,0.214,0.175,0.882,0.074,0.965,0.807,0.327,0.276,0.95,0.383,7.475,0.394,0.183,0.949,0.957,0.44,0.875,0.917,0.054,0.307,0.003,0.006,0.016,1.391,5.227,5.894,6.6,0.001,0.031,0.779,0.836,0.699,0.529,0.904,0.927,0.607,0.941,0.955,0.985,644.15,618.887,1.041,10,2,128.62,12,6,21,12,0,36,0.333,1,2,3,2,0,3,2,4,3,0.14,3.584,0.273,113.143,-0.093,2,0,0,0,1,1,0,0